* FASER$\nu$ charm $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$ charm $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 148
   Reaction = 'CC nup'

   NData = 57
   NColumn = 8
   ColumnType = 'Flag',2*'Bin','Sigma',4*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const','uncor const','uncor const'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv_charm_nochargediscrimination-a1/nu_A_1-FASERv_charm-XSFPFCC_charm.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv_charm_nochargediscrimination-a1/nub_A_1-FASERv_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 4*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const             uncor const             uncor const
  0            0.0006522737                4.150569       -4.46304221487303        2912.89989750134                44.10255                 10.0901                16.66285
  1             0.000817247                4.834327        2.23921572268719        1070.05558724078                3.066325                 4.41211                12.85045
  1             0.001128291                5.172301        4.02434227252339         472.78768628275                 3.25892                3.034865                 9.63285
  1             0.001041377                10.06477          169.6503883513        8731.08210403061                 30.8285                11.49125                   140.4
  0             0.001532775                5.554798      -0.828863465986919        265.099126450352                  7.3061                 5.39205                 9.98945
  0             0.001544313                11.02586       -13.9599935522694        1455.16260904587                2.489705                 1.10419                  76.525
  0             0.002078472                5.840395      -0.595509641582477        194.879319374412                 1.19285                0.414248                 7.64125
  1             0.002132043                11.92019       0.602771445378623        576.736410358074                 7.18955                 4.60146                22.92675
  1             0.002883824                6.131463         1.8029455466027        136.192946146601                  3.8299                1.684705                 7.41155
  1             0.002931225                13.28605        3.32885778185074        263.269758998817                 0.13134                2.238215                   9.764
  0             0.003929371                6.290141      -0.151986395998584        99.6033651461338                  7.2853                 2.95944                  7.4861
  1             0.003989921                14.48016        2.07922808206856        144.358838207755                 5.33115                 0.91584                2.181125
  1             0.005311053                 6.44799       0.172931301589498        88.7416947347946                 4.54428                 1.58878                  6.2153
  1             0.005383271                16.11238        1.00288554187561        101.347398707316               0.0905525                 1.55462                0.997245
  1             0.007421686                 6.53721       0.317645994811099        77.3739001642158                 2.57114                1.076095                  3.3823
  1             0.007484498                18.46026       0.501530531491932        72.4800070605034                 1.17373                 2.79275                 1.35477
  1              0.01012194                6.662894        0.36754201388311        62.8563334829415                 7.87655                3.559995                 6.08815
  1              0.01022509                21.14421        0.39107745304871        49.4718493849889                 4.73139                 1.20675                 2.63104
  0              0.01124451                105.8302       -1.93658436858485         5945.4302452136                  7.5228                 4.72216                 215.367
  1              0.01375502                6.724432       0.168831897287676        59.3946428004473                  7.1727                 3.52734                 5.81015
  1              0.01387542                24.59134       0.195171219289904        40.2127345107071                3.413555                1.238235                4.372795
  1              0.01465239                111.2257       0.415063182798196         748.10456923758                2.477835                2.689845                 80.5715
  1              0.01910086                6.804437       0.183902670732865        62.4003333093216                0.743465                 2.76204                 2.12474
  1              0.01927837                 28.5659        0.10736522697633         35.717200731395                 3.45235                 4.33227                1.911145
  1              0.01991333                118.9236       0.431199025195468        254.417610243644                4.082645                1.907925                39.50545
  1              0.02595462                7.319357      0.0574348794633081        59.6908811764173                 5.33755                1.953745                 8.83035
  1              0.02636438                32.45543       0.128530349076563        27.2519541476203                  2.8227                  1.1639                3.794815
  1              0.02698563                126.3858       0.158505664670289        109.350286495349                 2.31448                1.249255                 13.1423
  1              0.03500966                 8.25852      0.0278830770107143        73.4132741493196                  5.7814                 3.22202                 11.9512
  1              0.03583455                36.03535      0.0638900666196894        23.6246460797101                4.227875                3.259655                 6.49705
  1              0.03652541                136.8968       0.118046265869708        65.7469341529098                  3.7704                3.220335                 1.31164
  0              0.04509295                9.218498      -0.079426182116034        170.501254109141                2.594035                  6.3224                10.36285
  1              0.04926279                39.38897      0.0660134271724788         25.590022454781                 4.30273                 5.54145                 2.52588
  1              0.05010504                151.3329    5.19608346947249e-05        52.9674430087828                4.805305                4.779035                3.408395
  1              0.06798462                44.23907      0.0157253059412351        22.3313532037805                1.079535                 0.97126                4.749215
  1              0.06899877                169.0087      0.0242199081959518        35.0075302524476                 0.87142                1.010075                0.453561
  1              0.09242214                49.55906      0.0249796311609284        21.3898692663929                 3.25704                 4.51358                  8.1075
  1              0.09363043                190.4043      0.0161167873773451        26.4061129403168                 2.52037                3.940865                 5.11495
  1               0.1242063                55.32479      0.0135657723082165         27.384881668209                 2.56387                3.840015                2.709705
  1               0.1258988                215.7355     0.00863066522380072        27.1880724111677                3.070145                 4.08231                2.011235
  0               0.1363006                1102.615       -0.05819147764131        873.440444312209                 1.65803                0.391173                 185.944
  1               0.1752372                62.72042     0.00321149767513171        29.5935938373044               0.4182665               0.1735135                   5.188
  1               0.1776613                250.2339     0.00314681933167832        22.7468278389567                0.134965                0.536675                 2.45287
  1               0.1851158                1160.124     0.00360448244858971        236.987623895833                  0.7408                1.964595                  58.842
  1               0.2380355                70.44958     0.00187204464391577        31.9368390711453                2.285635                 6.17705                 10.6297
  1               0.2415308                284.4066     0.00144869786316194        18.9387360412391                 1.57683                  5.3004                  7.6452
  1               0.2477597                1230.204    0.000442920540745861        106.615790572088                0.733765                4.527595                 16.7152
  1               0.3105303                78.32402      0.0016293272881414        50.6732590132279               0.4027755                 0.95219                 6.12505
  1               0.3142248                310.6798    0.000599446875422904        23.0562091141927                1.573445                1.626075                 4.59776
  1                0.317922                1294.175    0.000133073508241737         89.319942972893                  1.8681                3.478725                0.977315
  1               0.4325837                90.36044    0.000193159012661704        121.786881885592                 4.84328                 9.55715                 4.75912
  1               0.4589794                333.3539     8.4506793140671e-05        29.2011337580378                2.279345                    5.43                3.182045
  1               0.4668956                1424.575    0.000106449013767769        80.2685717452009                0.565305                 2.86922                 5.80125
  1               0.6231197                375.4952    2.35930114765449e-05        26.9585222309272                 0.94987                 7.00545                 9.38495
  1                0.633691                1549.391    7.70578215347098e-06        55.1002910652649                0.609815                 5.58205                 3.85471
  1                0.821463                430.8931    4.00498969920408e-06        35.8346889412698               0.4809865                 5.73985                  9.6445
  1               0.8298527                1681.418    1.52308115857679e-06        58.9874392867544               0.0919155                3.327835                14.44925
